"","titles","years"
"234","Muppets Most Wanted",2014
"235","Naked Gun 33 1/3: The Final Insult",1994
"236","The Net",1995
"237","Fletch",1985
"238","Natural Born Killers",1994
"239","Breakdown",1997
"240","Sicario: Day of the Soldado",2018
"241","Absolute Power",1997
"242","Dog Day Afternoon",1975
"243","Pain & Gain",2013
"244","Legal Eagles",1986
"245","Runaway Jury",2003
"246","Bugsy",1991
"247","Sleepers",1996
"248","Cobra",1986
"249","Michael Clayton",2007
"250","Firewall",2006
"251","BlacKkKlansman",2018
"252","Speed 2: Cruise Control",1997
"253","Miss Congeniality 2: Armed & Fabulous",2005
"254","Tightrope",1984
"255","Kick-Ass",2010
"256","Agent Cody Banks",2003
"257","New Jack City",1991
"258","Hard to Kill",1990
"259","Savages",2012
"260","The Judge",2014
"261","See No Evil, Hear No Evil",1989
"262","Sicario",2015
"263","Goodfellas",1990
"264","The River Wild",1994
"265","The Distinguished Gentleman",1992
"266","Colors",1988
"267","Phone Booth",2002
"268","Breaking In",2018
"269","It's a Mad Mad Mad Mad World",1963
"270","Black Rain",1989
"271","The Enforcer",1976
"272","Malice",1993
"273","Marked for Death",1990
"274","Gangster Squad",2013
"275","Walking Tall",2004
"276","The Rainmaker",1997
"277","RoboCop 2",1990
"278","Scarface",1983
"279","O Brother, Where Art Thou?",2000
"280","Thelma & Louise",1991
"281","Domestic Disturbance",2001
"282","Spotlight",2015
"283","Frequency",2000
"284","Going in Style",2017
"285","Den of Thieves",2018
"286","Cop Land",1997
"287","Cop Out",2010
"288","Timecop",1994
"289","Red Dawn",2012
"290","The Negotiator",1998
"291","Nothing to Lose",1997
"292","Passenger 57",1992
"293","Wall Street",1987
"294","West Side Story",1961
"295","Need for Speed",2014
"296","Edge of Darkness",2010
"297","K-9",1989
"298","Point Break",1991
"299","John Wick",2014
"300","War Dogs",2016
"301","Escape from Alcatraz",1979
"302","The Devil's Own",1997
"303","Beverly Hills Cop III",1994
"304","Casino",1995
"305","Widows",2018
"306","Blue Thunder",1983
"307","Bullitt",1968
"308","Dirty Rotten Scoundrels",1988
"309","Donnie Brasco",1997
"310","The Return of the Pink Panther",1975
"311","Cheech and Chong's Next Movie",1980
"312","Ronin",1998
"313","Bandits",2001
"314","High Crimes",2002
"315","Tequila Sunrise",1988
"316","Money Talks",1997
"317","Money Monster",2016
"318","End of Watch",2012
"319","Out of Time",2003
"320","Falling Down",1993
"321","Max Payne",2008
"322","Duplicity",2009
"323","Heartbreakers",2001
"324","Mo' Money",1992
"325","Catwoman",2004
"326","Righteous Kill",2008
"327","Enough",2002
"328","Gone in 60 Seconds",1974
"329","The Ladykillers",2004
"330","Hitman",2007
"331","Jackie Brown",1997
"332","Out for Justice",1991
"333","Dead Man Walking",1995
"334","Lakeview Terrace",2008
"335","Fracture",2007
"336","Nerve",2016
"337","Running Scared",1986
"338","Gridiron Gang",2006
"339","Midnight Run",1988
"340","City Heat",1984
"341","Higher Learning",1995
"342","The In-Laws",1979
"343","Showtime",2002
"344","Dead Again",1991
"345","First Sunday",2008
"346","Big Mommas: Like Father, Like Son",2011
"347","The Dead Pool",1988
"348","Out of Sight",1998
"349","Lawless",2012
"350","Brubaker",1980
"351","30 Minutes or Less",2011
"352","State of Play",2009
"353","Carlito's Way",1993
"354","The Family",2013
"355","Matchstick Men",2003
"356","16 Blocks",2006
"357","Just Cause",1995
"358","Kiss of the Dragon",2001
"359","Notorious",2009
"360","The Brave One",2007
"361","The Getaway",1972
"362","Taxi",2004
"363","Freedom Writers",2007
"364","The Sentinel",2006
"365","The Nice Guys",2016
"366","Set It Off",1996
"367","Derailed",2005
"368","In the Bedroom",2001
"369","The Pink Panther 2",2009
"370","Dirty Harry",1971
"371","National Security",2003
"372","Changeling",2008
"373","Smokin' Aces",2006
"374","Sharky's Machine",1981
"375","The American",2010
"376","No Way Out",1987
"377","The Hustle",2019
"378","The Gauntlet",1977
"379","Intolerable Cruelty",2003
"380","Money Train",1995
"381","The Number 23",2007
"382","Fletch Lives",1989
"383","Drive",2011
"384","The Skulls",2000
"385","Midnight Express",1978
"386","Red Heat",1988
"387","A Thin Line Between Love and Hate",1996
"388","Psycho II",1983
"389","Judge Dredd",1995
"390","Hostage",2005
"391","Cradle 2 the Grave",2003
"392","Mississippi Burning",1988
"393","Hot Pursuit",2015
"394","Monster",2003
"395","Adventures in Babysitting",1987
"396","Inferno",2016
"397","Malibu's Most Wanted",2003
"398","The Hunted",2003
"399","Snakes on a Plane",2006
"400","Death Wish",2018
"401","Nice Dreams",1981
"402","Mickey Blue Eyes",1999
"403","The Pink Panther Strikes Again",1976
"404","Wind River",2017
"405","The Punisher",2004
"406","The Gambler",2014
"407","R.I.P.D.",2013
"408","See Spot Run",2001
"409","The Long Kiss Goodnight",1996
"410","The Informant!",2009
"411","Grand Canyon",1991
"412","Breach",2007
"413","Silverado",1985
"414","Striptease",1996
"415","Zodiac",2007
"416","Mercury Rising",1998
"417","Balls of Fury",2007
"418","Taking Lives",2004
"419","Rumble in the Bronx",1995
"420","Nightcrawler",2014
"421","Side Effects",2013
"422","Cold Pursuit",2019
"423","Analyze That",2002
"424","What's the Worst That Could Happen?",2001
"425","The Accused",1988
"426","The Shadow",1994
"427","Cellular",2004
"428","Metro",1997
"429","Cop & ½",1993
"430","Patriots Day",2016
"431","Murder by Numbers",2002
"432","Chappie",2015
"433","The Great Muppet Caper",1981
"434","A Perfect World",1993
"435","Get Rich or Die Tryin'",2005
"436","Home Alone 3",1997
"437","Kidnap",2017
"438","Super Troopers 2",2018
"439","Blank Check",1994
"440","Deliver Us from Evil",2006
"441","Holmes & Watson",2018
"442","Snatch",2000
"443","Assassins",1995
"444","Weekend at Bernie's",1989
"445","The Art of War",2000
"446","Blown Away",1994
"447","Double Impact",1991
"448","Point of No Return",1993
"449","The Bank Job",2008
"450","Hollywood Homicide",2003
"451","Serpico",1973
"452","Wild Things",1998
"453","The Hate U Give",2018
"454","When the Bough Breaks",2016
"455","A Low Down Dirty Shame",1994
"456","Bless the Child",2000
"457","Shoot to Kill",1988
"458","Fort Apache the Bronx",1981
"459","The Stepfather",2009
"460","The Watcher",2000
"461","The Dream Team",1989
"462","Kick-Ass 2",2013
"463","Point Break",2015
"464","Molly's Game",2017
"465","Capote",2005
"466","Deceived",1991
"467","Baby Boy",2001
"468","Untraceable",2008
"469","We Own the Night",2007
"470","Mr. Brooks",2007
"471","After the Sunset",2004
"472","Taxi Driver",1976
"473","That Darn Cat!",1965
"474","Police Academy 4: Citizens on Patrol",1987
"475","Grosse Pointe Blank",1997
"476","Loaded Weapon 1",1993
"477","The Rescuers Down Under",1990
"478","Menace II Society",1993
"479","Crank",2006
"480","Logan Lucky",2017
"481","Internal Affairs",1990
"482","Hannibal Rising",2007
"483","Cadillac Man",1990
"484","Brooklyn's Finest",2009
"485","Baby Geniuses",1999
"486","The Big Hit",1998
"487","xXx: State of the Union",2005
"488","Going in Style",1979
"489","Hell or High Water",2016
"490","Eye for an Eye",1996
"491","Prizzi's Honor",1985
"492","Machete",2010
"493","Basic",2003
"494","Run All Night",2015
"495","Street Kings",2008
"496","One for the Money",2012
"497","A Walk Among the Tombstones",2014
"498","Blood Work",2002
"499","A Man Apart",2003
"500","The Cotton Club",1984
"501","The Hard Way",1991
"502","Alex Cross",2012
"503","Murder at 1600",1997
"504","Betrayed",1988
"505","From Dusk Till Dawn",1996
"506","Crocodile Dundee in Los Angeles",2001
"507","Nancy Drew",2007
"508","The Outsiders",1983
"509","All About the Benjamins",2002
"510","The House",2017
"511","The International",2009
"512","The Transporter",2002
"513","Black Widow",1987
"514","Twisted",2004
"515","Fallen",1998
"516","Nurse Betty",2000
"517","The Morning After",1986
"518","All the Money in the World",2017
"519","Against All Odds",1984
"520","Midnight in the Garden of Good and Evil",1997
"521","Wyatt Earp",1994
"522","Ernest Goes to Jail",1990
"523","Thunderbolt and Lightfoot",1974
"524","Enter the Dragon",1973
"525","The November Man",2014
"526","Fargo",1996
"527","Unleashed",2005
"528","Lucky Lady",1975
"529","Elektra",2005
"530","15 Minutes",2001
"531","In the Heat of the Night",1967
"532","Arlington Road",1999
"533","Dolores Claiborne",1995
"534","Hoffa",1992
"535","Dead Presidents",1995
"536","Lord of War",2005
"537","Lionheart",1990
"538","Body Heat",1981
"539","Virtuosity",1995
"540","White Boy Rick",2018
"541","Observe and Report",2009
"542","Perfect Stranger",2007
"543","From Paris with Love",2010
"544","Corky Romano",2001
"545","Striking Distance",1993
"546","Some Kind of Hero",1982
"547","My Blue Heaven",1990
"548","The Losers",2010
"549","Oscar",1991
"550","Traitor",2008
"551","Hoodlum",1997
"552","Reindeer Games",2000
"553","The Usual Suspects",1995
"554","Faster",2010
"555","Fighting",2009
"556","The Long Riders",1980
"557","American Gigolo",1980
"558","Rounders",1998
"559","Guilty as Sin",1993
"560","Two for the Money",2005
"561","Raising Arizona",1987
"562","The Juror",1996
"563","Thunderheart",1992
"564","Pure Luck",1991
"565","The Black Dahlia",2006
"566","Lucky Number Slevin",2006
"567","The Warriors",1979
"568","Hitman: Agent 47",2015
"569","City by the Sea",2002
"570","The First Power",1990
"571","Red Corner",1997
"572","Stuber",2019
"573","Hustle & Flow",2005
"574","Lock Up",1989
"575","Rough Night",2017
"576","Death Wish",1974
"577","A Soldier's Story",1984
"578","Ricochet",1991
"579","Marathon Man",1976
"580","The Player",1992
"581","The Rookie",1990
"582","Consenting Adults",1992
"583","Snowden",2016
"584","Married to the Mob",1988
"585","The Freshman",1990
"586","Tough Guys",1986
"587","The Adventures of Ford Fairlane",1990
"588","The Place Beyond the Pines",2012
"589","Raising Cain",1992
"590","Shaft",2019
"591","Waist Deep",2006
"592","To Die For",1995
"593","Bowling for Columbine",2002
"594","Torque",2004
"595","Bulletproof",1996
"596","ATL",2006
"597","The Next Three Days",2010
"598","Kuffs",1992
"599","Fantastic Mr. Fox",2009
"600","High School High",1996
"601","Proud Mary",2018
"602","Jason's Lyric",1994
"603","Paul Blart: Mall Cop",2009
"604","Sleepless",2017
"605","The Happytime Murders",2018
"606","Mad Money",2008
"607","The Invisible",2007
"608","Keanu",2016
"609","SuperFly",2018
"610","F.I.S.T.",1978
"611","Sudden Death",1995
"612","Code of Silence",1985
"613","Reno 911!: Miami",2007
"614","Gone Baby Gone",2007
"615","Brick Mansions",2014
"616","The Cowboy Way",1994
"617","The Valachi Papers",1972
"618","Action Jackson",1988
"619","Mobsters",1991
"620","Another Stakeout",1993
"621","Appaloosa",2008
"622","Secret in Their Eyes",2015
"623","A Force of One",1979
"624","Juice",1992
"625","Don't Be a Menace to South Central While Drinking Your Juice in the Hood",1996
"626","The Glimmer Man",1996
"627","An Innocent Man",1989
"628","The Presidio",1988
"629","Assault on Precinct 13",2005
"630","Mafia!",1998
"631","Hard Rain",1998
"632","Cruising",1980
"633","The Spirit",2008
"634","Gone Fishin'",1997
"635","The Principal",1987
"636","The Pledge",2001
"637","Broken City",2013
"638","Man of the House",2005
"639","The Life of David Gale",2003
"640","Léon: The Professional",1994
"641","Saving Silverman",2001
"642","Runner Runner",2013
"643","Summer of Sam",1999
"644","Deathtrap",1982
"645","The Replacement Killers",1998
"646","Above the Law",1988
"647","Suspect",1987
"648","The Believers",1987
"649","Year of the Dragon",1985
"650","Her Alibi",1989
"651","Casualties of War",1989
"652","Man on a Ledge",2012
"653","CHIPS",2017
"654","Ultraviolet",2006
"655","Super Troopers",2001
"656","Into the Blue",2005
"657","Getting Even with Dad",1994
"658","That Darn Cat",1997
"659","Sugar Hill",1993
"660","Dead Men Don't Wear Plaid",1982
"661","Postal",2007
"662","The Glass House",2001
"663","The Crow: City of Angels",1996
"664","Bad Times at the El Royale",2018
"665","Bad Santa 2",2016
"666","The Big Easy",1986
"667","Frantic",1988
"668","Parker",2013
"669","Last Man Standing",1996
"670","Notes on a Scandal",2006
"671","Empire",2002
"672","Lassiter",1984
"673","The Big Lebowski",1998
"674","Angel",1984
"675","Dope",2015
"676","Outland",1981
"677","Masterminds",2016
"678","To Live and Die in L.A.",1985
"679","Extreme Measures",1996
"680","Max Keeble's Big Move",2001
"681","Half Baked",1998
"682","A Bronx Tale",1993
"683","A Most Wanted Man",2014
"684","Safe",2012
"685","Freejack",1992
"686","Eastern Promises",2007
"687","Fled",1996
"688","The Falcon and the Snowman",1985
"689","Small Time Crooks",2000
"690","The Counselor",2013
"691","Boiler Room",2000
"692","88 Minutes",2007
"693","Death Warrant",1990
"694","Go",1999
"695","Detroit",2017
"696","Catch That Kid",2004
"697","Blink",1993
"698","Shaft",1971
"699","Baby's Day Out",1994
"700","Deep Cover",1992
"701","True Crime",1999
"702","The Hitcher",2007
"703","Monkey Trouble",1994
"704","Burglar",1987
"705","The Whole Ten Yards",2004
"706","A Simple Plan",1998
"707","Supercop",1992
"708","21 Grams",2003
"709","Men at Work",1990
"710","Cool Hand Luke",1967
"711","Raw Deal",1986
"712","I Love You to Death",1990
"713","Death Wish 3",1985
"714","The Prophecy",1995
"715","Death Wish II",1982
"716","Fruitvale Station",2013
"717","The Getaway",1994
"718","The Day of the Jackal",1973
"719","Above the Rim",1994
"720","Devil in a Blue Dress",1995
"721","The Raven",2012
"722","Confessions of a Dangerous Mind",2002
"723","Armored",2009
"724","Billy Bathgate",1991
"725","Armed and Dangerous",1986
"726","Next of Kin",1989
"727","Gorky Park",1983
"728","Black Sunday",1977
"729","3000 Miles to Graceland",2001
"730","Paparazzi",2004
"731","Pride and Glory",2008
"732","Revenge",1990
"733","A Kiss Before Dying",1991
"734","Drowning Mona",2000
"735","The Infiltrator",2016
"736","Half Past Dead",2002
"737","Bait",2000
"738","First Strike",1996
"739","Bangkok Dangerous",2008
"740","Quick Change",1990
"741","Alpha Dog",2006
"742","Needful Things",1993
"743","Sweet Sweetback's Baadasssss Song",1971
"744","The Corruptor",1999
"745","American Psycho",2000
"746","Twilight",1998
"747","Killing Them Softly",2012
"748","Seven Psychopaths",2012
"749","Miss Bala",2019
"750","Lions for Lambs",2007
"751","Get Carter",2000
"752","Kiss of Death",1995
"753","Nighthawks",1981
"754","The Girl in the Spider's Web",2018
"755","The Substitute",1996
"756","Criminal",2004
"757","Siu nin Wong Fei Hung chi: Tit ma lau",1993
"758","The Nude Bomb",1980
"759","Clue",1985
"760","Wild at Heart",1990
"761","The Chamber",1996
"762","Big Eyes",2014
"763","Hollywoodland",2006
"764","Awake",2007
"765","Capitalism: A Love Story",2009
"766","Rapid Fire",1992
"767","Excess Baggage",1997
"768","The Detective",1968
"769","Ballistic: Ecks vs. Sever",2002
"770","Criminal",2016
"771","Spring Breakers",2012
"772","Les Misérables",1998
"773","The Perfect Weapon",1991
"774","New York Minute",2004
"775","In Too Deep",1999
"776","The Survivors",1983
"777","Blues Brothers 2000",1998
"778","Stealing Harvard",2002
"779","Desperate Measures",1998
"780","The Man Who Knew Too Little",1997
"781","Sin City: A Dame to Kill For",2014
"782","Osmosis Jones",2001
"783","The Grifters",1990
"784","Dredd",2012
"785","Bullets Over Broadway",1994
"786","The Pick-up Artist",1987
"787","Sugar & Spice",2001
"788","The Mod Squad",1999
"789","Vice Squad",1982
"790","Feardotcom",2002
"791","Frailty",2001
"792","American Me",1992
"793","Clockers",1995
"794","I'm Gonna Git You Sucka",1988
"795","The Great Train Robbery",1978
"796","The Crew",2000
"797","House of Sand and Fog",2003
"798","Guys and Dolls",1955
"799","Black Dog",1998
"800","Mr. Nice Guy",1997
"801","The Bedroom Window",1987
"802","Triple 9",2016
"803","The Matador",2005
"804","Idlewild",2006
"805","Freedomland",2006
"806","Klute",1971
"807","Hak hap",1996
"808","French Connection II",1975
"809","Ostavljeni",2010
"810","Undercover Blues",1993
"811","Monsignor",1982
"812","Undisputed",2002
"813","Less Than Zero",1987
"814","The Postman Always Rings Twice",1981
"815","Ocean's 11",1960
"816","No Mercy",1986
"817","A Stranger Among Us",1992
"818","True Romance",1993
"819","12 Rounds",2009
"820","Lone Wolf McQuade",1983
"821","Confidence",2003
"822","Family Business",1989
"823","Pink Cadillac",1989
"824","Judgment Night",1993
"825","Saving Grace",2000
"826","The Kitchen",2019
"827","Fatal Beauty",1987
"828","Roman J. Israel, Esq.",2017
"829","The Protector",2005
"830","Anatomy of a Murder",1959
"831","Tales from the Hood",1995
"832","Knockaround Guys",2001
"833","Police Academy 6: City Under Siege",1989
"834","The Conspirator",2010
"835","Boys Don't Cry",1999
"836","Shattered",1991
"837","Mulholland Falls",1996
"838","Thief",1981
"839","The Ref",1994
"840","Jennifer 8",1992
"841","Cops and Robbersons",1994
"842","Out of the Furnace",2013
"843","Extreme Prejudice",1987
"844","The Old Man & the Gun",2018
"845","One Good Cop",1991
"846","Q & A",1990
"847","V.I. Warshawski",1991
"848","2 Days in the Valley",1996
"849","Mad Dog and Glory",1993
"850","Gator",1976
"851","Antitrust",2001
"852","Nuns on the Run",1990
"853","The Anderson Tapes",1971
"854","Dead Man Down",2013
"855","The Pink Panther",1963
"856","Narrow Margin",1990
"857","Extract",2009
"858","Glengarry Glen Ross",1992
"859","The Drop",2014
"860","Two If by Sea",1996
"861","The Fiendish Plot of Dr. Fu Manchu",1980
"862","RoboCop 3",1993
"863","The Package",1989
"864","The Gunman",2015
"865","After Hours",1985
"866","Primeval",2007
"867","Mad City",1997
"868","We're No Angels",1989
"869","Scoop",2006
"870","Getaway",2013
"871","Silent Rage",1982
"872","Narc",2002
"873","Operation Condor",1991
"874","A Rage in Harlem",1991
"875","Thief of Hearts",1984
"876","The Perfect Score",2004
"877","Live by Night",2016
"878","Deal of the Century",1983
"879","Revenge of the Ninja",1983
"880","The Newton Boys",1998
"881","Someone to Watch Over Me",1987
"882","Whiteout",2009
"883","The Boondock Saints II: All Saints Day",2009
"884","True Confessions",1981
"885","Domino",2005
"886","Hoodwinked Too! Hood vs. Evil",2011
"887","Swimming Pool",2003
"888","In the Mix",2005
"889","The Girl with the Dragon Tattoo",2009
"890","Knock Off",1998
"891","Shakedown",1988
"892","Boiling Point",1993
"893","Marshall",2017
"894","Next Day Air",2009
"895","Lucky Numbers",2000
"896","The Two Jakes",1990
"897","Game of Death",1978
"898","Shaft's Big Score!",1972
"899","Caprice",1967
"900","Criminal Law",1988
"901","Murphy's Law",1986
"902","Straight Time",1978
"903","The Onion Field",1979
"904","Miami Blues",1990
"905","Night Falls on Manhattan",1996
"906","Hanky Panky",1982
"907","Robin and the 7 Hoods",1964
"908","Very Bad Things",1998
"909","Jade",1995
"910","Amos & Andrew",1993
"911","Cloak & Dagger",1984
"912","Belly",1998
"913","On the Waterfront",1954
"914","Death Sentence",2007
"915","From the Hip",1987
"916","Bullet to the Head",2012
"917","The Brink's Job",1978
"918","Stone Cold",1991
"919","Lolita",1962
"920","Bernie",2011
"921","Bad Boys",1983
"922","Traffik",2018
"923","Switching Channels",1988
"924","The Girl Who Played with Fire",2009
"925","Dark Blue",2002
"926","Trail of the Pink Panther",1982
"927","Renegades",1989
"928","White Sands",1992
"929","Apt Pupil",1998
"930","The Deep End",2001
"931","The Ice Harvest",2005
"932","Can You Ever Forgive Me?",2018
"933","Body Double",1984
"934","Before and After",1996
"935","True Believer",1989
"936","Street Fighter: The Legend of Chun-Li",2009
"937","Suspect Zero",2004
"938","Hard Times",1975
"939","Once Upon a Crime...",1992
"940","That Was Then... This Is Now",1985
"941","Manhunter",1986
"942","Without a Clue",1988
"943","Stick",1985
"944","Wise Guys",1986
"945","Something Wild",1986
"946","Death to Smoochy",2002
"947","The Postman Always Rings Twice",1946
"948","Lipstick",1976
"949","The Man",2005
"950","Johnny English Reborn",2011
"951","Blue Steel",1990
"952","Witness for the Prosecution",1957
"953","Nick of Time",1995
"954","Dead Bang",1989
"955","Prince of the City",1981
"956","Dirty Pretty Things",2002
"957","Inherent Vice",2014
"958","Code Name: The Cleaner",2007
"959","Fresh",1994
"960","Streets of Fire",1984
"961","Connie and Carla",2004
"962","The Chase",1994
"963","Machete Kills",2013
"964","Punisher: War Zone",2008
"965","Bushwhacked",1995
"966","Strange Days",1995
"967","Blankman",1994
"968","Serial Mom",1994
"969","Fatal Instinct",1993
"970","The Night Listener",2006
"971","In Bruges",2008
"972","Surviving the Game",1994
"973","The Cook, the Thief, His Wife & Her Lover",1989
"974","Disorganized Crime",1989
"975","An Eye for an Eye",1981
"976","Quicksilver",1986
"977","Strangers on a Train",1951
"978","Mortdecai",2015
"979","Hackers",1995
"980","City of God",2002
"981","Into the Night",1985
"982","The Jerky Boys",1995
"983","Wanted: Dead or Alive",1986
"984","The Sugarland Express",1974
"985","I Know Who Killed Me",2007
"986","The Curse of the Jade Scorpion",2001
"987","The Man Who Wasn't There",2001
"988","Harley Davidson and the Marlboro Man",1991
"989","Bones",2001
"990","Run Lola Run",1998
"991","Big Trouble",2002
"992","Rush",1991
"993","Johnny Handsome",1989
"994","Gold",2016
"995","The Name of the Rose",1986
"996","10 to Midnight",1983
"997","Blackhat",2015
"998","Before the Devil Knows You're Dead",2007
"999","Screwed",2000
"1000","Marnie",1964
"1001","Relentless",1989
"1002","Trial by Jury",1994
"1003","Blue City",1986
"1004","Sexy Beast",2000
"1005","The Amateur",1981
"1006","Death Wish 4: The Crackdown",1987
